wilaya_code,name_ar,name_en
06,أميزور,أميزور
06,فرعون,فرعون
06,تاوريرت إغيل,تاوريرت إغيل
06,شلاطة,شلاطة
06,تامقرة,تامقرة
06,تيمزريت,تيمزريت
06,سوق لإثنين,سوق لإثنين
06,مسيسنة,مسيسنة
06,تينبدار,تينبدار
06,تيشي,تيشي
06,سمعون,سمعون
06,كنديرة,كنديرة
06,تيفرة,تيفرة
06,إغرم,إغرم
06,أمالو,أمالو
06,إغيل علي,إغيل علي
06,فلاين الماثن,فلاين الماثن
06,توجة,توجة
06,درقينة,درقينة
06,سيدي عياد,سيدي عياد
06,أوقاس,أوقاس
06,بني جليل,بني جليل
06,أدكار,أدكار
06,أقبو,أقبو
06,صدوق,صدوق
06,تزمالت,تزمالت
06,أيت رزين,أيت رزين
06,شميني,شميني
06,السوق أوفلا,السوق أوفلا
06,تاسكريوت,تاسكريوت
06,طيبان,طيبان
06,تالة حمزة,تالة حمزة
06,برباشة,برباشة
06,بني كسيلة,بني كسيلة
06,أوزلاقن,أوزلاقن
06,بوحمزة,بوحمزة
06,بني مليكش,بني مليكش
06,سيدي عيش,سيدي عيش
06,القصر,القصر
06,مالبو,مالبو
06,أكفادو,أكفادو
06,لفلاي,لفلاي
06,خراطة,خراطة
06,ذراع القايد,ذراع القايد
06,تامريجت,تامريجت
06,أيت إسماعيل,أيت إسماعيل
06,بوخليفة,بوخليفة
06,تيزي نبربر,تيزي نبربر
06,بني معوش,بني معوش
06,وادي غير,وادي غير
06,بو جليل,بو جليل
07,بسكرة,بسكرة
07,أوماش,أوماش
07,البرانس,البرانس
07,شتمة,شتمة
07,سيدي عقبة,سيدي عقبة
07,مشونش,مشونش
07,الحوش,الحوش
07,عين الناقة,عين الناقة
07,زريبة الوادي,زريبة الوادي
07,الفيض,الفيض
07,القنطرة,القنطرة
07,عين زعطوط,عين زعطوط
07,الوطاية,الوطاية
07,جمورة,جمورة
07,طولقة,طولقة
07,لواء,لواء
07,لشانة,لشانة
07,أورلال,أورلال
07,مليلي,مليلي
07,فوغالة,فوغالة
07,برج بن عزوز,برج بن عزوز
07,المزيرعة,المزيرعة
07,بوشقرون,بوشقرون
07,مخادمة,مخادمة
07,الغروس,الغروس
07,الحاجب,الحاجب
07,خنقة سيدي ناجي,خنقة سيدي ناجي
08,بشار,بشار
08,عرق فراج,عرق فراج
08,مريجة,مريجة
08,الأحمر,الأحمر
08,مشروع هواري بومدين,مشروع هواري بومدين
08,قنادسة,قنادسة
08,تاغيت,تاغيت
08,بوقايس,بوقايس
08,موغل,موغل
08,العبادلة,العبادلة
08,بني ونيف,بني ونيف
09,البليدة,البليدة
09,الشبلي,الشبلي
09,بوعينان,بوعينان
09,وادي العلايق,وادي العلايق
09,أولاد يعيش,أولاد يعيش
09,الشريعة,الشريعة
09,العفرون,العفرون
09,الشفة,الشفة
09,حمام ملوان,حمام ملوان
09,بن خليل,بن خليل
09,الصومعة,الصومعة
09,موزاية,موزاية
09,سوحان,سوحان
09,مفتاح,مفتاح
09,أولاد سلامة,أولاد سلامة
09,بوفاريك,بوفاريك
09,الأربعاء,الأربعاء
09,وادي جر,وادي جر
09,بني تامو,بني تامو
09,بوعرفة,بوعرفة
09,بني مراد,بني مراد
09,بوقرة,بوقرة
09,قرواو,قرواو
09,عين الرمانة,عين الرمانة
09,جبابرة,جبابرة
10,البويرة,البويرة
10,الأسنام,الأسنام
10,قرومة,قرومة
10,سوق الخميس,سوق الخميس
10,القادرية,القادرية
10,حنيف,حنيف
10,ديرة,ديرة
10,أيت لعزيز,أيت لعزيز
10,تاغزوت,تاغزوت
10,روراوة,روراوة
10,مزدور,مزدور
10,الحيزر,الحيزر
10,الأخضرية,الأخضرية
10,معلة,معلة
10,الهاشمية,الهاشمية
10,أعمر,أعمر
10,الشرفاء,الشرفاء
10,برج أوخريص,برج أوخريص
10,العجيبة,العجيبة
10,الحاكمية,الحاكمية
10,الخبوزية,الخبوزية
10,أهل القصر,أهل القصر
10,بودربالة,بودربالة
10,زبربر,زبربر
10,عين الحجر,عين الحجر
10,جباحية,جباحية
10,أغبالو,أغبالو
10,تاقديت,تاقديت
10,عين الترك,عين الترك
10,الصهايج,الصهايج
10,الدشمية,الدشمية
10,ريدان,ريدان
10,بشلول,بشلول
10,بوكرم,بوكرم
10,عين بسام,عين بسام
10,بئر غبالو,بئر غبالو
10,مشد الله,مشد الله
10,سور الغزلان,سور الغزلان
10,المعمورة,المعمورة
10,أولاد راشد,أولاد راشد
10,عين العلوي,عين العلوي
10,الحجرة الزرقاء,الحجرة الزرقاء
10,تاوريرت,تاوريرت
10,المقراني,المقراني
10,وادي البردي,وادي البردي
11,تمنراست,تمنراست
11,آبلسة,آبلسة
11,أدلس,أدلس
11,تازروك,تازروك
11,عين أمقل,عين أمقل
12,تبسة,تبسة
12,بئر العاتر,بئر العاتر
12,الشريعة,الشريعة
12,سطح قنطيس,سطح قنطيس
12,العوينات,العوينات
12,الحويجبات,الحويجبات
12,صفصاف الوسرة,صفصاف الوسرة
12,الحمامات,الحمامات
12,نقرين,نقرين
12,بئر المقدم,بئر المقدم
12,الكويف,الكويف
12,مرسط,مرسط
12,العقلة,العقلة
12,بئر الذهب,بئر الذهب
12,العقلة المالحة,العقلة المالحة
12,قوريقر,قوريقر
12,بكارية,بكارية
12,بوخضرة,بوخضرة
12,الونزة,الونزة
12,الماء الأبيض,الماء الأبيض
12,أم علي,أم علي
12,ثليجان,ثليجان
12,عين الزرقاء,عين الزرقاء
12,المريج,المريج
12,بولحاف الدير,بولحاف الدير
12,بجن,بجن
12,المزرعة,المزرعة
12,فركان,فركان
13,تلمسان,تلمسان
13,بني مستر,بني مستر
13,عين تالوت,عين تالوت
13,الرمشي,الرمشي
13,الفحول,الفحول
13,صبرة,صبرة
13,الغزوات,الغزوات
13,السواني,السواني
13,جبالة,جبالة
13,القور,القور
13,وادي الشولي,وادي الشولي
13,عين فزة,عين فزة
13,أولاد ميمون,أولاد ميمون
13,عمير,عمير
13,عين يوسف,عين يوسف
13,زناتة,زناتة
13,بني سنوس,بني سنوس
13,باب العسة,باب العسة
13,دار يغمراسن,دار يغمراسن
13,فلاوسن,فلاوسن
13,العزايل,العزايل
13,السبعة شيوخ,السبعة شيوخ
13,تيرني بني هديل,تيرني بني هديل
13,ابن سكران,ابن سكران
13,عين نحالة,عين نحالة
13,الحناية,الحناية
13,مغنية,مغنية
13,حمام بوغرارة,حمام بوغرارة
13,السواحلية,السواحلية
13,مسيردة الفواقة,مسيردة الفواقة
13,عين فتاح,عين فتاح
13,العريشة,العريشة
13,سوق الثلاثاء,سوق الثلاثاء
13,سيدي عبد اللي,سيدي عبد اللي
13,سبدو,سبدو
13,بني وارسوس,بني وارسوس
13,سيدي مجاهد,سيدي مجاهد
13,بني بوسعيد,بني بوسعيد
13,مرسى بن مهيدي,مرسى بن مهيدي
13,ندرومة,ندرومة
13,سيدي الجيلالي,سيدي الجيلالي
13,بني بهدل,بني بهدل
13,البويهي,البويهي
13,حنين,حنين
13,تيانت,تيانت
13,أولاد رياح,أولاد رياح
13,بوحلو,بوحلو
13,بني راشد,بني راشد
13,عين الغرابة,عين الغرابة
13,شتوان,شتوان
13,منصورة,منصورة
13,بني صميل,بني صميل
13,العين الكبيرة,العين الكبيرة
14,تيارت,تيارت
14,مدروسة,مدروسة
14,عين بوشقيق,عين بوشقيق
14,سيدي علي ملال,سيدي علي ملال
14,عين زاريت,عين زاريت
14,عين الذهب,عين الذهب
14,سيدي بختي,سيدي بختي
14,مديرسة,مديرسة
14,زاملة الأمير عبد القادر,زاملة الأمير عبد القادر
14,مادنة,مادنة
14,السبت,السبت
14,ملاكو,ملاكو
14,دحموني,دحموني
14,رحوية,رحوية
14,مهدية,مهدية
14,السوقر,السوقر
14,سي عبد الغني,سي عبد الغني
14,عين الحديد,عين الحديد
14,جبيلة الرصفاء,جبيلة الرصفاء
14,النعيمة,النعيمة
14,مغيلة,مغيلة
14,قرطوفة,قرطوفة
14,سيدي الحسني,سيدي الحسني
14,جيلالي بن عمار,جيلالي بن عمار
14,سبعين,سبعين
14,توسنينة,توسنينة
14,فرندة,فرندة
14,عين كرمس,عين كرمس
14,قصر الشلالة,قصر الشلالة
14,الرشايقة,الرشايقة
14,الناظورة,الناظورة
14,تاقدمت,تاقدمت
14,وادي ليلي,وادي ليلي
14,مشرع الصفا,مشرع الصفا
14,الحمادية,الحمادية
14,شحيمة,شحيمة
14,تخمرت,تخمرت
14,سيدي عبد الرحمن,سيدي عبد الرحمن
14,سرغين,سرغين
14,بوقرة,بوقرة
14,الفايجة,الفايجة
14,تيدة,تيدة
15,تيزي وزو,تيزي وزو
15,عين الحمام,عين الحمام
15,اقبيل,اقبيل
15,فريحة,فريحة
15,الصوامع,الصوامع
15,مشطراس,مشطراس
15,ارجن,ارجن
15,تيميزارت,تيميزارت
15,ماكودة,ماكودة
15,ذراع الميزان,ذراع الميزان
15,تيزي غنيف,تيزي غنيف
15,بونوح,بونوح
15,أيت شفعة,أيت شفعة
15,فريقات,فريقات
15,بني عيسي,بني عيسي
15,بني زمنزر,بني زمنزر
15,ايفرحونن,ايفرحونن
15,عزازقة,عزازقة
15,ايلولة امالو,ايلولة امالو
15,يعكورن,يعكورن
15,الأربعاء نايث إيراثن,الأربعاء نايث إيراثن
15,تيزي راشد,تيزي راشد
15,زكري,زكري
15,واقنون,واقنون
15,عين الزاوية,عين الزاوية
15,مكيرة,مكيرة
15,أيت يحي,أيت يحي
15,أيت محمود,أيت محمود
15,المعاتقة,المعاتقة
15,أيت بومهدي,أيت بومهدي
15,أبي يوسف,أبي يوسف
15,بني دوالة,بني دوالة
15,اليلتين,اليلتين
15,بوزغن,بوزغن
15,أيت قواشة,أيت قواشة
15,واضية,واضية
15,أزفون,أزفون
15,تقيزريت,تقيزريت
15,جبل عيسى ميمون,جبل عيسى ميمون
15,بوغني,بوغني
15,إيفيغاء,إيفيغاء
15,أيت أومالو,أيت أومالو
15,تيرمتين,تيرمتين
15,أقرو,أقرو
15,ياطفان,ياطفان
15,بني زيكي,بني زيكي
15,ذراع بن خدة,ذراع بن خدة
15,واسيف,واسيف
15,إجر,إجر
15,مقلة,مقلة
15,تيزي نثلاثة,تيزي نثلاثة
15,بني يني,بني يني
15,أغريب,أغريب
15,أفليسن,أفليسن
15,بوجيمة,بوجيمة
15,أيت يحيى,أيت يحيى
15,سوق الاثنين,سوق الاثنين
15,أيت خليلي,أيت خليلي
15,سيدي نعمان,سيدي نعمان
15,أبودرارن,أبودرارن
15,أقني قغران,أقني قغران
15,مزرانة,مزرانة
15,أمسوحال,أمسوحال
15,تادمايت,تادمايت
15,أيت بوعدو,أيت بوعدو
15,أسي يوسف,أسي يوسف
15,أيت تودرت,أيت تودرت
16,الجزائر,الجزائر
16,سيدي امحمد,سيدي امحمد
16,المدنية,المدنية
16,محمد بلوزداد,محمد بلوزداد
16,باب الوادي,باب الوادي
16,بولوغين بن زيري,بولوغين بن زيري
16,القصبة,القصبة
16,وادي قريش,وادي قريش
16,بئر مراد رايس,بئر مراد رايس
16,الأبيار,الأبيار
16,بوزريعة,بوزريعة
16,بئر خادم,بئر خادم
16,الحراش,الحراش
16,براقي,براقي
16,وادي السمار,وادي السمار
16,بوروبة,بوروبة
16,حسين داي,حسين داي
16,القبة,القبة
16,باش جراح,باش جراح
16,الدار البيضاء,الدار البيضاء
16,باب الزوار,باب الزوار
16,ابن عكنون,ابن عكنون
16,دالي إبراهيم,دالي إبراهيم
16,الحمامات,الحمامات
16,الرايس حميدو,الرايس حميدو
16,جسر قسنطينة,جسر قسنطينة
16,المرادية,المرادية
16,حيدرة,حيدرة
16,المحمدية,المحمدية
16,برج الكيفان,برج الكيفان
16,المغارية,المغارية
16,بني مسوس,بني مسوس
16,الكاليتوس,الكاليتوس
16,تسالة المرجة,تسالة المرجة
16,أولاد شبل,أولاد شبل
16,بئر توتة,بئر توتة
16,سيدي موسى,سيدي موسى
16,الرويبة,الرويبة
16,هراوة,هراوة
16,رغاية,رغاية
16,عين طاية,عين طاية
16,برج البحري,برج البحري
16,المرسى,المرسى
16,زرالدة,زرالدة
16,السحاولة,السحاولة
16,المعالمة,المعالمة
16,بابا حسن,بابا حسن
16,الدويرة,الدويرة
16,الدرارية,الدرارية
16,الرحمانية,الرحمانية
16,أولاد فايت,أولاد فايت
16,الشراقة,الشراقة
16,سطاوالي,سطاوالي
16,العاشور,العاشور
16,السويدانية,السويدانية
16,الخرايسية,الخرايسية
16,عين بنيان,عين بنيان
17,الجلفة,الجلفة
17,مجبرة,مجبرة
17,القديد,القديد
17,حاسي بحبح,حاسي بحبح
17,عين معبد,عين معبد
17,سد الرحال,سد الرحال
17,فيض البطمة,فيض البطمة
17,بيرين,بيرين
17,بويرة الأحدب,بويرة الأحدب
17,زكار,زكار
17,الخميس,الخميس
17,سيدي بايزيد,سيدي بايزيد
17,مليليحة,مليليحة
17,الإدريسية,الإدريسية
17,دويس,دويس
17,حاسي العش,حاسي العش
17,مسعد,مسعد
17,القطارة,القطارة
17,سيدي لعجل,سيدي لعجل
17,حد الصحاري,حد الصحاري
17,قرنيني,قرنيني
17,سلمانة,سلمانة
17,عين الشهداء,عين الشهداء
17,أم العظام,أم العظام
17,دار الشيوخ,دار الشيوخ
17,الشارف,الشارف
17,بني يعقوب,بني يعقوب
17,زعفران,زعفران
17,دلدول,دلدول
17,عين الإبل,عين الإبل
17,عين وسارة,عين وسارة
17,بنهار,بنهار
17,حاسي فدول,حاسي فدول
17,عمورة,عمورة
17,عين فكة,عين فكة
17,تاعظميت,تاعظميت
18,جيجل,جيجل
18,أراقن,أراقن
18,العوانة,العوانة
18,زيامة منصورية,زيامة منصورية
18,الطاهير,الطاهير
18,الأمير عبد القادر,الأمير عبد القادر
18,الشقفة,الشقفة
18,الشحنة,الشحنة
18,الميلية,الميلية
18,سيدي معروف,سيدي معروف
18,السطارة,السطارة
18,العنصر,العنصر
18,سيدي عبد العزيز,سيدي عبد العزيز
18,قاوس,قاوس
18,غبالة,غبالة
18,بوراوي بلهادف,بوراوي بلهادف
18,جميلة,جميلة
18,سلمى بن زيادة,سلمى بن زيادة
18,بوسيف أولاد عسكري,بوسيف أولاد عسكري
18,القنار نوشفي,القنار نوشفي
18,أولاد يحيى خدروش,أولاد يحيى خدروش
18,بوذريعة بني ياجيس,بوذريعة بني ياجيس
18,خير وادي عجول,خير وادي عجول
18,تاكسنة,تاكسنة
18,الجمعة بني حبيبي,الجمعة بني حبيبي
18,برج الطاهير,برج الطاهير
18,أولاد رابح,أولاد رابح
18,وجانة,وجانة
19,سطيف,سطيف
19,العين الكبيرة,العين الكبيرة
19,بني عزيز,بني عزيز
19,أولاد سي أحمد,أولاد سي أحمد
19,بوطالب,بوطالب
19,عين الروى,عين الروى
19,ذراع القبيلة,ذراع القبيلة
19,بئر العرش,بئر العرش
19,بني شبانة,بني شبانة
19,أولاد تبان,أولاد تبان
19,الحامة,الحامة
19,معاوية,معاوية
19,عين لقراج,عين لقراج
19,عين عباسة,عين عباسة
19,الدهامشة,الدهامشة
19,بابور,بابور
19,قجال,قجال
19,عين الحجر,عين الحجر
19,بوسلام,بوسلام
19,العلمة,العلمة
19,جميلة,جميلة
19,بني ورتيلان,بني ورتيلان
19,الرصفة,الرصفة
19,أولاد عدوان,أولاد عدوان
19,بلعة,بلعة
19,عين أرنات,عين أرنات
19,عموشة,عموشة
19,عين ولمان,عين ولمان
19,بيضاء برج,بيضاء برج
19,بوعنداس,بوعنداس
19,بازر الصخرة,بازر الصخرة
19,حمام السخنة,حمام السخنة
19,مزلوق,مزلوق
19,بئر حدادة,بئر حدادة
19,سرج الغول,سرج الغول
19,حربيل,حربيل
19,الوريسية,الوريسية
19,تيزي نبشار,تيزي نبشار
19,صالح باي,صالح باي
19,عين أزال,عين أزال
19,قنزات,قنزات
19,تالة إفاسن,تالة إفاسن
19,بوقاعة,بوقاعة
19,بني فودة,بني فودة
19,تاشودة,تاشودة
19,بني موحلي,بني موحلي
19,أولاد صابر,أولاد صابر
19,قلال بوطالب,قلال بوطالب
19,عين السبت,عين السبت
19,حمام قرقور,حمام قرقور
19,أيت نوال مزادة,أيت نوال مزادة
19,قصر الأبطال,قصر الأبطال
19,بني وسين,بني وسين
19,أيت تيزي,أيت تيزي
19,ماوكلان,ماوكلان
19,القلتة الزرقاء,القلتة الزرقاء
19,وادي البارد,وادي البارد
19,الطاية,الطاية
19,الولجة,الولجة
19,تلة,تلة
20,سعيدة,سعيدة
20,دوي ثابت,دوي ثابت
20,عين الحجر,عين الحجر
20,أولاد خالد,أولاد خالد
20,مولاي العربي,مولاي العربي
20,يوب,يوب
20,حنات,حنات
20,سيدي عمار,سيدي عمار
20,سيدي بوبكر,سيدي بوبكر
20,الحساسنة,الحساسنة
20,المعمورة,المعمورة
20,سيدي أحمد,سيدي أحمد
20,عين السخونة,عين السخونة
20,أولاد إبراهيم,أولاد إبراهيم
20,تيرسين,تيرسين
20,عين السلطان,عين السلطان
21,سكيكدة,سكيكدة
21,عين زويت,عين زويت
21,الحدائق,الحدائق
21,عزابة,عزابة
21,جندل سعيدي محمد,جندل سعيدي محمد
21,عين الشرشار,عين الشرشار
21,بكوش الأخضر,بكوش الأخضر
21,بن عزوز,بن عزوز
21,السبت,السبت
21,القل,القل
21,بني زيد,بني زيد
21,الكركرة,الكركرة
21,أولاد عطية,أولاد عطية
21,وادي الزهور,وادي الزهور
21,الزيتونة,الزيتونة
21,الحروش,الحروش
21,زردازة,زردازة
21,أولاد حبابة,أولاد حبابة
21,سيدي مزغيش,سيدي مزغيش
21,مجاز الدشيش,مجاز الدشيش
21,بني ولبان,بني ولبان
21,عين بوزيان,عين بوزيان
21,رمضان جمال,رمضان جمال
21,بني بشير,بني بشير
21,صالح بوالشعور,صالح بوالشعور
21,تمالوس,تمالوس
21,عين قشرة,عين قشرة
21,أم الطوب,أم الطوب
21,بين الويدان,بين الويدان
21,فلفلة,فلفلة
21,الشرائع,الشرائع
21,قنواع,قنواع
21,الغدير,الغدير
21,بوشطاطة,بوشطاطة
21,الولجة بوالبلوط,الولجة بوالبلوط
21,خنق مايون,خنق مايون
21,حمادي كرومة,حمادي كرومة
21,المرسى,المرسى
22,سيدي بلعباس,سيدي بلعباس
22,تسالة,تسالة
22,سيدي إبراهيم,سيدي إبراهيم
22,مصطفى بن إبراهيم,مصطفى بن إبراهيم
22,تلاغ,تلاغ
22,مزاورو,مزاورو
22,بوخنيفيس,بوخنيفيس
22,سيدي علي بوسيدي,سيدي علي بوسيدي
22,بدر الدين المقراني,بدر الدين المقراني
22,مرحوم,مرحوم
22,تافيسور,تافيسور
22,امرناس,امرناس
22,تيلموني,تيلموني
22,سيدي لحسن,سيدي لحسن
22,عين الثريد,عين الثريد
22,مقدرة,مقدرة
22,تنيرة,تنيرة
22,مولاي سليسن,مولاي سليسن
22,الحصيبة,الحصيبة
22,حاسي زهانة,حاسي زهانة
22,طابية,طابية
22,مرين,مرين
22,رأس الماء,رأس الماء
22,عين تندمين,عين تندمين
22,عين قادة,عين قادة
22,مسيد,مسيد
22,سيدي خالد,سيدي خالد
22,عين البرد,عين البرد
22,الزفيزف,الزفيزف
22,عين عدان,عين عدان
22,وادي تاوريرة,وادي تاوريرة
22,الضاية,الضاية
22,زروالة,زروالة
22,لمطار,لمطار
22,سيدي شعيب,سيدي شعيب
22,سيدي دحو الزاير,سيدي دحو الزاير
22,وادي السبع,وادي السبع
22,بوجبع البرج,بوجبع البرج
22,سحالة ثاورة,سحالة ثاورة
22,سيدي يعقوب,سيدي يعقوب
22,سيدي حمادوش,سيدي حمادوش
22,بلعربي,بلعربي
22,وادي سفيون,وادي سفيون
22,تغليمت,تغليمت
22,بن باديس,بن باديس
22,سيدي علي بن يوب,سيدي علي بن يوب
22,شتوان بليلة,شتوان بليلة
22,بئر الحمام,بئر الحمام
22,تاودموت,تاودموت
22,رجم دموش,رجم دموش
22,بن عشيبة شلية,بن عشيبة شلية
22,حاسي دحو,حاسي دحو
23,عنابة,عنابة
23,برحال,برحال
23,الحجار,الحجار
23,العلمة,العلمة
23,البوني,البوني
23,وادي العنب,وادي العنب
23,الشرفاء,الشرفاء
23,سرايدي,سرايدي
23,العين الباردة,العين الباردة
23,شطايبي,شطايبي
23,سيدي عمار,سيدي عمار
23,التريعات,التريعات
24,قالمة,قالمة
24,نشماية,نشماية
24,بوعاطي محمود,بوعاطي محمود
24,وادي الزناتي,وادي الزناتي
24,تاملوكة,تاملوكة
24,وادي فراغا,وادي فراغا
24,عين صندل,عين صندل
24,رأس العقبة,رأس العقبة
24,الداواهرة,الداواهرة
24,بلخير,بلخير
24,بن جراح,بن جراح
24,بوحمدان,بوحمدان
24,عين مخلوف,عين مخلوف
24,عين بن بيضاء,عين بن بيضاء
24,خزارة,خزارة
24,بني مزلين,بني مزلين
24,بوحشانة,بوحشانة
24,قلعة بوصبع,قلعة بوصبع
24,حمام دباغ,حمام دباغ
24,الفجوج,الفجوج
24,برج صباط,برج صباط
24,حمام النبايل,حمام النبايل
24,عين العربي,عين العربي
24,مجاز عمار,مجاز عمار
24,بوشقوف,بوشقوف
24,هيليوبوليس,هيليوبوليس
24,عين الحساينية,عين الحساينية
24,الركنية,الركنية
24,سلاوة عنونة,سلاوة عنونة
24,مجاز الصفاء,مجاز الصفاء
24,بومهرة أحمد,بومهرة أحمد
24,عين رقادة,عين رقادة
24,وادي الشحم,وادي الشحم
24,جبالة الخميسي,جبالة الخميسي
25,قسنطينة,قسنطينة
25,حامة بوزيان,حامة بوزيان
25,ابن باديس,ابن باديس
25,زيغود يوسف,زيغود يوسف
25,ديدوش مراد,ديدوش مراد
25,الخروب,الخروب
25,عين عبيد,عين عبيد
25,بني حميدان,بني حميدان
25,أولاد رحمون,أولاد رحمون
25,عين السمارة,عين السمارة
25,بوجريو مسعود,بوجريو مسعود
25,ابن زياد,ابن زياد
26,المدية,المدية
26,وزرة,وزرة
26,أولاد معروف,أولاد معروف
26,عين بوسيف,عين بوسيف
26,العيساوية,العيساوية
26,أولاد دايد,أولاد دايد
26,العمرية,العمرية
26,دراق,دراق
26,القلب الكبير,القلب الكبير
26,بوعيش,بوعيش
26,مزغنة,مزغنة
26,أولاد إبراهيم,أولاد إبراهيم
26,دميات,دميات
26,سيدي زيان,سيدي زيان
26,تمسقيدة,تمسقيدة
26,الحمدانية,الحمدانية
26,الكاف الأخضر,الكاف الأخضر
26,شلالة العذاورة,شلالة العذاورة
26,بوسكن,بوسكن
26,الربعية,الربعية
26,بوشراحيل,بوشراحيل
26,أولاد هلال,أولاد هلال
